title;url;rating;num_reviews;num_students;duration;level;platform;instructor
Introduction to Programming;https://www.coursera.org/learn/ball-state-university-introduction-to-programming-open-content;4.7;30;0;Course · 1 - 3 Months;Beginner;Coursera;Ball State University
Healthcare Data Quality and Governance;https://www.coursera.org/learn/healthcare-data-quality-governance;4.7;153;0;Course · 1 - 4 Weeks;Intermediate;Coursera;University of California, Davis
Evaluations of AI Applications in Healthcare;https://www.coursera.org/learn/evaluations-ai-applications-healthcare;4.5;328;0;Course · 1 - 3 Months;Beginner;Coursera;Stanford University
Learn to Program: The Fundamentals;https://www.coursera.org/learn/learn-to-program;4.7;6700;0;Course · 1 - 3 Months;Beginner;Coursera;University of Toronto
Security & Ethical Hacking: Attacking the Network;https://www.coursera.org/learn/security-ethical-hacking-attacking-the-network;4.7;9;0;Course · 1 - 3 Months;Intermediate;Coursera;University of Colorado Boulder
Medical Administrative Assistants and the Healthcare Team;https://www.coursera.org/learn/medical-administrative-assistants-and-the-healthcare-team;4.9;40;0;Course · 1 - 4 Weeks;Beginner;Coursera;MedCerts
Healthcare IT Support;https://www.coursera.org/specializations/healthcare-it;4.7;1400;0;Specialization · 3 - 6 Months;Beginner;Coursera;Johns Hopkins University
Healthcare Management and Finance;https://www.coursera.org/specializations/healthcare-management-and-finance;4.6;127;0;Specialization · 1 - 3 Months;Beginner;Coursera;University of Michigan
Johns Hopkins Medical Office Manager;https://www.coursera.org/professional-certificates/johns-hopkins-medical-office-manager;4.7;323;0;Professional Certificate · 3 - 6 Months;Beginner;Coursera;Johns Hopkins University
Introduction to Healthcare;https://www.coursera.org/learn/intro-to-healthcare;4.8;1500;0;Course · 1 - 3 Months;Beginner;Coursera;Stanford University
Computing, Ethics, and Society Foundations;https://www.coursera.org/learn/computing-ethics-and-society-foundations;4.8;19;0;Course · 1 - 4 Weeks;Beginner;Coursera;University of Colorado Boulder
C for Everyone, Part 2: Structured Programming;https://www.coursera.org/learn/c-structured-programming;4.6;788;0;Course · 1 - 3 Months;Intermediate;Coursera;University of California, Santa Cruz
Computational Thinking & Block Programming in K-12 Education;https://www.coursera.org/specializations/computational-thinking-block-programming-k12-education;4.7;33;0;Specialization · 3 - 6 Months;Beginner;Coursera;University of California San Diego
Introduction to High-Performance and Parallel Computing;https://www.coursera.org/learn/introduction-high-performance-computing;3.7;157;0;Course · 1 - 4 Weeks;Beginner;Coursera;University of Colorado Boulder
Building with Code: Programming Fundamentals and Open Source;https://www.coursera.org/specializations/building-with-code-programming;4.6;65;0;Specialization · 3 - 6 Months;Beginner;Coursera;Illinois Tech
Computer Vision for Engineering and Science;https://www.coursera.org/specializations/computer-vision;4.6;92;0;Specialization · 1 - 3 Months;Intermediate;Coursera;MathWorks
Computational Thinking with Beginning C Programming;https://www.coursera.org/specializations/computational-thinking-c-programming;4.6;433;0;Specialization · 3 - 6 Months;Beginner;Coursera;University of Colorado System
Computer Basics for Beginners: Understanding Computer Basics;https://www.udemy.com/course/computers/;4.3;4417;0;6.0 hours;All Levels;Udemy;Todd McLeod
The Supervised Machine Learning Bootcamp;https://www.udemy.com/course/the-supervised-machine-learning-course/;4.4;1409;0;6.0 hours;Intermediate;Udemy;365 Careers
Spanish for Successful Communication in Healthcare Settings;https://www.coursera.org/learn/spanish-in-healthcare-settings;4.7;337;0;Course · 1 - 3 Months;Intermediate;Coursera;Rice University
Health Informatics for Healthcare Professionals;https://www.coursera.org/learn/health-informatics-for-healthcare-professionals;4.8;32;0;Course · 1 - 4 Weeks;Beginner;Coursera;Northeastern University
Healthcare Marketplace;https://www.coursera.org/specializations/healthcare-marketplace;4.5;1500;0;Specialization · 3 - 6 Months;Beginner;Coursera;University of Minnesota
Leading Healthcare Quality and Safety;https://www.coursera.org/learn/quality-healthcare;4.8;1500;0;Course · 1 - 3 Months;Beginner;Coursera;The George Washington University
Medical Office Procedures and Administration Fundamentals;https://www.coursera.org/specializations/medical-office-procedures-and-administration-fundamentals;4.8;1000;0;Specialization · 1 - 3 Months;Beginner;Coursera;MedCerts
Generative AI for Healthcare;https://www.coursera.org/learn/generative-ai-for-healthcare;4.0;67;0;Course · 1 - 3 Months;Intermediate;Coursera;Google Cloud
Healthcare Organization Operations;https://www.coursera.org/specializations/healthcare-organization-operations;4.6;683;0;Specialization · 3 - 6 Months;Beginner;Coursera;Rutgers the State University of New Jersey
Healthcare Analytics Essentials;https://www.coursera.org/learn/healthcare-analytics-essentials;4.6;39;0;Course · 1 - 4 Weeks;Beginner;Coursera;Northeastern University
Healthcare Law;https://www.coursera.org/specializations/healthcare-law;4.7;606;0;Specialization · 3 - 6 Months;Intermediate;Coursera;University of Pennsylvania
Health Information Literacy for Data Analytics;https://www.coursera.org/specializations/healthcare-information-literacy-data-analytics;4.5;303;0;Specialization · 3 - 6 Months;Intermediate;Coursera;University of California, Davis
Health Informatics;https://www.coursera.org/specializations/health-informatics;4.4;983;0;Specialization · 3 - 6 Months;Beginner;Coursera;Johns Hopkins University
AI for Healthcare Systems;https://www.coursera.org/specializations/ai-for-healthcare-systems;4.2;24;0;Specialization · 3 - 6 Months;Beginner;Coursera;University of Colorado System
Introduction to Healthcare Management;https://www.coursera.org/learn/introduction-to-healthcare-management;4.7;101;0;Course · 1 - 4 Weeks;Intermediate;Coursera;University of Michigan
Quality Improvement in Healthcare Organizations;https://www.coursera.org/learn/quality-improvement-in-healthcare-organizations;4.7;200;0;Course · 1 - 4 Weeks;Beginner;Coursera;Rutgers the State University of New Jersey
Machine Learning in Healthcare: Fundamentals & Applications;https://www.coursera.org/learn/machine-learning-in-healthcare-fundamentals-and-applications;4.7;10;0;Course · 1 - 4 Weeks;Beginner;Coursera;Northeastern University
Achieving Health Equity in Healthcare;https://www.coursera.org/learn/achieving-health-equity-in-healthcare;4.8;10;0;Course · 1 - 3 Months;Intermediate;Coursera;University of Michigan
Addressing Racial Health Inequity in Healthcare;https://www.coursera.org/specializations/addressing-racial-health-inequity-in-healthcare;4.6;24;0;Specialization · 3 - 6 Months;Beginner;Coursera;University of Michigan
Mental Health and Resilience for Healthcare Workers;https://www.coursera.org/learn/health-resilience-healthcare-workers;4.8;520;0;Course · 1 - 3 Months;Beginner;Coursera;University of Toronto
The Business of Health Care;https://www.coursera.org/specializations/healthcare-administration-management;4.6;2000;0;Specialization · 3 - 6 Months;Beginner;Coursera;University of Pennsylvania
Analytics in Healthcare Management and Administration;https://www.coursera.org/learn/analytics-in-healthcare-management-and-administration;4.7;39;0;Course · 1 - 4 Weeks;Mixed;Coursera;Northeastern University
Healthcare Innovation, Design, Entrepreneurship;https://www.coursera.org/specializations/healthcare;4.8;9;0;Specialization · 3 - 6 Months;Intermediate;Coursera;University of Illinois Urbana-Champaign
Technological advancement in Healthcare;https://www.coursera.org/specializations/technological-advancement-in-healthcare;4.1;17;0;Specialization · 1 - 3 Months;Intermediate;Coursera;Empower School of Health
Conquer IB Diploma Computer Science (Exams from 2027);https://www.udemy.com/course/conquer-ib-diploma-computer-science-exams-ia/;5.0;6;0;12.5 hours;All Levels;Udemy;John Iglar
Computer Architecture and Computer Organization Masterclass;https://www.udemy.com/course/computer-organization-and-architecture-course-masterclass/;4.0;1696;0;12.5 hours;All Levels;Udemy;Yasas Sri Wickramasinghe
Computer Science & Robotics - Learn by Doing! Linux to ROS 2;https://www.udemy.com/course/computer-science-robotics-learn-by-doing-linux-to-ros-2/;4.7;36;0;15.5 hours;Beginner;Udemy;Antonio Brandi, Jonathan Cacace
IT Fundamentals - Learn Python, SQL, HTML, Java & Computing;https://www.udemy.com/course/it-fundamentals/;4.5;113;0;14.5 hours;Beginner;Udemy;Tom Carter
Advanced Math for Computer Science Mastery;https://www.udemy.com/course/advanced-math-for-computer-science-mastery/;4.4;28;0;7.0 hours;All Levels;Udemy;Stefan Toshkov Zhelyazkov
Design a CPU 2;https://www.udemy.com/course/design-a-cpu-2/;4.9;34;0;18.5 hours;Intermediate;Udemy;Ross McGowan
The Complete Python Bootcamp From Zero to Hero in Python;https://www.udemy.com/course/complete-python-bootcamp/;4.6;555586;0;22.5 hours;All Levels;Udemy;Jose Portilla, Pierian Training
Design a CPU 3;https://www.udemy.com/course/design-a-cpu-3/;4.9;8;0;10.0 hours;Beginner;Udemy;Ross McGowan
Data Analytics, Data Science, & Machine Learning - All in 1;https://www.udemy.com/course/data-analytics-data-science-machine-learning-all-in-1/;4.8;3473;0;66.5 hours;All Levels;Udemy;Analytix AI
Computer Science 101 - Computers & Programming for Beginners;https://www.udemy.com/course/computer-science-101-computers-programming-for-beginners/;4.5;2525;0;1.0 hours;Beginner;Udemy;Timothy Meixner, Johannes Ruof
Basic Computer Skills: Hands-On Training for Beginners;https://www.udemy.com/course/computer-literacy/;4.6;5453;0;11.5 hours;Beginner;Udemy;Todd McLeod
Conquer Computer Science: AI, Robots, Databases (Part 4/5);https://www.udemy.com/course/conquer-computer-science-ai-robotics-databases-igcse/;4.9;10;0;2.0 hours;All Levels;Udemy;John Iglar
Machine Learning A-Z: AI, Python & R + ChatGPT Prize [2026];https://www.udemy.com/course/machinelearning/;4.5;202232;0;42.5 hours;All Levels;Udemy;Kirill Eremenko, Hadelin de Ponteves, SuperDataScience Team, Ligency ​
Mathematics-Basics to Advanced for Data Science And GenAI;https://www.udemy.com/course/mathematics-basics-to-advanced-for-data-science-and-ml/;4.5;3511;0;23.0 hours;All Levels;Udemy;Krish Naik, KRISHAI Technologies Private Limited
TensorFlow for Deep Learning Bootcamp;https://www.udemy.com/course/tensorflow-developer-certificate-machine-learning-zero-to-mastery/;4.6;12457;0;63.0 hours;All Levels;Udemy;Andrei Neagoie, Daniel Bourke
Data Science Career Path: 100 Days of Data Science Bootcamp;https://www.udemy.com/course/data-science-career-path-100-days-of-data-science-bootcamp/;4.9;499;0;48.5 hours;All Levels;Udemy;Shahriar's Analytical Academy
Introduction to Healthcare Finance;https://www.coursera.org/learn/introduction-to-healthcare-finance;4.5;18;0;Course · 1 - 4 Weeks;Intermediate;Coursera;University of Michigan
Cybersecurity in Healthcare (Hospitals & Care Centres);https://www.coursera.org/learn/cybersecurity-in-healthcare;4.6;399;0;Course · 1 - 3 Months;Beginner;Coursera;Erasmus University Rotterdam
Using clinical health data for better healthcare;https://www.coursera.org/learn/healthcare-data;4.6;118;0;Course · 1 - 4 Weeks;Beginner;Coursera;The University of Sydney
Health Care Delivery in Healthcare Organizations;https://www.coursera.org/learn/healthcare-delivery-in-healthcare-organizations;4.7;138;0;Course · 1 - 4 Weeks;Beginner;Coursera;Rutgers the State University of New Jersey
Healthcare Financial Management Fundamentals;https://www.coursera.org/learn/healthcare-financial-management-fundamentals;4.8;9;0;Course · 1 - 4 Weeks;Beginner;Coursera;Northeastern University
Healthcare Organizations and the Health System;https://www.coursera.org/learn/healthcare-organizations-health-system;4.6;356;0;Course · 1 - 4 Weeks;Beginner;Coursera;Rutgers the State University of New Jersey
Introduction to Ambulatory Healthcare Management;https://www.coursera.org/learn/ambulatory-healthcare-management;4.8;154;0;Course · 1 - 4 Weeks;Beginner;Coursera;Johns Hopkins University
Career 911: Your Future Job in Medicine and Healthcare;https://www.coursera.org/learn/healthcarejobs;4.5;173;0;Course · 1 - 3 Months;Mixed;Coursera;Northwestern University
Machine Learning using Python;https://www.udemy.com/course/machine-learning-using-python-starttech/;4.5;810;0;19.0 hours;All Levels;Udemy;Start-Tech Academy, Abhishek Bansal, Pukhraj Parikh
Machine Learning & Deep Learning in Python & R;https://www.udemy.com/course/data_science_a_to_z/;4.4;5970;0;33.0 hours;All Levels;Udemy;Start-Tech Academy, Pukhraj Parikh, Abhishek Bansal
Information Technologies and Security in Healthcare Settings;https://www.coursera.org/learn/information-security-in-healthcare-settings;5.0;7;0;Course · 1 - 4 Weeks;Beginner;Coursera;ISC2
Full Stack Web Development Build a Computer Science Portal;https://www.udemy.com/course/full-stack-web-development-build-a-computer-science-portal/;4.5;72;0;57.0 hours;All Levels;Udemy;aryan Kumar
Conquer Computer Science: Data Representation (Part 3/5);https://www.udemy.com/course/conquering-computer-science-data-representation-igcse/;4.8;16;0;3.0 hours;All Levels;Udemy;John Iglar
Conquer Computer Science: Networks & Internet (Part 2/5);https://www.udemy.com/course/computer-science-igcse-networks-online-course/;4.9;20;0;3.0 hours;All Levels;Udemy;John Iglar
Complete Python with AI Skills to Get Your Dream IT Job;https://www.udemy.com/course/complete-python-with-ai-skills-to-get-your-dream-it-job/;4.6;666;0;40.5 hours;All Levels;Udemy;Imran Afzal
Complete Data Science,Machine Learning,DL,NLP Bootcamp;https://www.udemy.com/course/complete-machine-learning-nlp-bootcamp-mlops-deployment/;4.5;22772;0;99.0 hours;All Levels;Udemy;Krish Naik, KRISHAI Technologies Private Limited
Computer Architecture and Organization Comprehensive Course;https://www.udemy.com/course/computer-architecture-and-organization/;4.5;71;0;24.0 hours;All Levels;Udemy;Prof. Hitesh Dholakiya (CEO of Engineering Funda & Day Dream Software)
